CE01|C|1|C|0|0
CE02|C|2|C|0|0
CE03|C|3|C|0|0
CE04|C|4|C|0|0
CE05|C|5|C|0|0
CE06|C|6|C|0|0
CE07|C|7|C|0|0
CE09|C|9|C|0|0
CE10|C|10|C|0|0
CE11|C|11|C|0|0
CE12|C|12|C|0|0
CE13|C|13|C|0|0
CE14|C|14|C|0|0
CE15|C|15|C|0|0
CF01|C|1|C|0|0
CF02|C|2|C|0|0
CF03|C|3|C|0|0
CF04|C|4|C|0|0
CF05|C|5|C|0|0
CF06|C|6|C|0|0
CF07|C|7|C|0|0
CF09|C|9|C|0|0
CF10|C|10|C|0|0
CF11|C|11|C|0|0
CF12|C|12|C|0|0
CF13|C|13|C|0|0
CF14|C|14|C|0|0
CF15|C|15|C|0|0
CG01|C|1|C|0|0
CG02|C|2|C|0|0
CG03|C|3|C|0|0
CG04|C|4|C|0|0
CG05|C|5|C|0|0
CG06|C|6|C|0|0
CG07|C|7|C|0|0
CG09|C|9|C|0|0
CG10|C|10|C|0|0
CG11|C|11|C|0|0
CG12|C|12|C|0|0
CG13|C|13|C|0|0
CG14|C|14|C|0|0
CG15|C|15|C|0|0
CI01|C|1|C|0|0
CI02|C|2|C|0|0
CI03|C|3|C|0|0
CI04|C|4|C|0|0
CI05|C|5|C|0|0
CI06|C|6|C|0|0
CI07|C|7|C|0|0
CI08|C|8|C|0|0
CI09|C|9|C|0|0
CI10|C|10|C|0|0
CI11|C|11|C|0|0
CI12|C|12|C|0|0
CI13|C|13|C|0|0
CI14|C|14|C|0|0
CI15|C|15|C|0|0
CJ01|C|1|C|0|0
CJ02|C|2|C|0|0
CJ03|C|3|C|0|0
CJ04|C|4|C|0|0
CJ05|C|5|C|0|0
CJ06|C|6|C|0|0
CJ07|C|7|C|0|0
CJ08|C|8|C|0|0
CJ09|C|9|C|0|0
CJ10|C|10|C|0|0
CJ11|C|11|C|0|0
CJ12|C|12|C|0|0
CJ13|C|13|C|0|0
CJ14|C|14|C|0|0
CJ15|C|15|C|0|0
CK01|C|1|C|0|0
CK02|C|2|C|0|0
CK03|C|3|C|0|0
CK04|C|4|C|0|0
CK05|C|5|C|0|0
CK06|C|6|C|0|0
CK07|C|7|C|0|0
CK08|C|8|C|0|0
CK09|C|9|C|0|0
CK10|C|10|C|0|0
CK11|C|11|C|0|0
CK12|C|12|C|0|0
CK13|C|13|C|0|0
CK14|C|14|C|0|0
CK15|C|15|C|0|0
CL01|C|1|C|0|0
CL02|C|2|C|0|0
CL03|C|3|C|0|0
CL04|C|4|C|0|0
CL05|C|5|C|0|0
CL06|C|6|C|0|0
CL07|C|7|C|0|0
CL08|C|8|C|0|0
CL09|C|9|C|0|0
CL10|C|10|C|0|0
CL11|C|11|C|0|0
CL12|C|12|C|0|0
CL13|C|13|C|0|0
CL14|C|14|C|0|0
CL15|C|15|C|0|0
CM01|C|1|C|0|0
CM02|C|2|C|0|0
CM03|C|3|C|0|0
CM04|C|4|C|0|0
CM05|C|5|C|0|0
CM06|C|6|C|0|0
CM07|C|7|C|0|0
CM08|C|8|C|0|0
CM09|C|9|C|0|0
CM10|C|10|C|0|0
CM11|C|11|C|0|0
CM12|C|12|C|0|0
CM13|C|13|C|0|0
CM14|C|14|C|0|0
CM15|C|15|C|0|0
CN01|C|1|C|0|0
CN02|C|2|C|0|0
CN03|C|3|C|0|0
CN04|C|4|C|0|0
CN05|C|5|C|0|0
CN06|C|6|C|0|0
CN07|C|7|C|0|0
CN08|C|8|C|0|0
CN09|C|9|C|0|0
CN10|C|10|C|0|0
CN11|C|11|C|0|0
CN12|C|12|C|0|0
CN13|C|13|C|0|0
CN14|C|14|C|0|0
CN15|C|15|C|0|0
CO01|C|1|C|0|0
CO02|C|2|C|0|0
CO03|C|3|C|0|0
CO04|C|4|C|0|0
CO05|C|5|C|0|0
CO06|C|6|C|0|0
CO07|C|7|C|0|0
CO08|C|8|C|0|0
CO09|C|9|C|0|0
CO10|C|10|C|0|0
CO11|C|11|C|0|0
CO12|C|12|C|0|0
CO13|C|13|C|0|0
CO14|C|14|C|0|0
CO15|C|15|C|0|0
DA01|D|1|D|0|0
DA02|D|2|D|0|0
DA03|D|3|D|0|0
DA04|D|4|D|0|0
DA05|D|5|D|0|0
DA06|D|6|D|0|1
DA08|D|8|D|0|0
DA09|D|9|D|0|0
DA10|D|10|D|0|0
DA11|D|11|D|0|0
DA12|D|12|D|0|0
DA13|D|13|D|0|0
DB01|D|1|D|0|0
DB02|D|2|D|0|0
DB03|D|3|D|0|0
DB04|D|4|D|0|0
DB05|D|5|D|0|0
DB06|D|6|D|0|1
DB08|D|8|D|0|1
DB09|D|9|D|0|0
DB10|D|10|D|0|0
DB11|D|11|D|0|0
DB12|D|12|D|0|0
DB13|D|13|D|0|0
DC01|D|1|D|0|0
DC02|D|2|D|0|0
DC03|D|3|D|0|0
DC04|D|4|D|0|0
DC05|D|5|D|0|0
DC06|D|6|D|0|0
DC08|D|8|D|0|1
DC09|D|9|D|0|0
DC10|D|10|D|0|0
DC11|D|11|D|0|0
DC12|D|12|D|0|0
DC13|D|13|D|0|0
DD01|D|1|D|0|0
DD02|D|2|D|0|0
DD03|D|3|D|0|0
DD04|D|4|D|0|0
DD05|D|5|D|0|0
DD06|D|6|D|0|0
DD08|D|8|D|0|0
DD09|D|9|D|0|0
DD10|D|10|D|0|0
DD11|D|11|D|0|0
DD12|D|12|D|0|0
DD13|D|13|D|0|0
DE01|D|1|D|0|0
DE02|D|2|D|0|0
DE03|D|3|D|0|0
DE04|D|4|D|0|0
DE05|D|5|D|0|0
DE06|D|6|D|0|0
DE08|D|8|D|0|0
DE09|D|9|D|0|0
DE10|D|10|D|0|0
DE11|D|11|D|0|0
DE12|D|12|D|0|0
DE13|D|13|D|0|0
DF01|D|1|D|0|0
DF02|D|2|D|0|0
DF03|D|3|D|0|0
DF04|D|4|D|0|0
DF05|D|5|D|0|0
DF06|D|6|D|0|0
DF08|D|8|D|0|0
DF09|D|9|D|0|0
DF10|D|10|D|0|0
DF11|D|11|D|0|0
DF12|D|12|D|0|0
DF13|D|13|D|0|0
DG01|D|1|D|0|0
DG02|D|2|D|0|0
DG03|D|3|D|0|0
DG04|D|4|D|0|0
DG05|D|5|D|0|0
DG06|D|6|D|0|1
DG08|D|8|D|0|0
DG09|D|9|D|0|0
DG10|D|10|D|0|0
DG11|D|11|D|0|0
DG12|D|12|D|0|0
DG13|D|13|D|0|0
DH01|D|1|D|0|0
DH02|D|2|D|0|0
DH03|D|3|D|0|0
DH04|D|4|D|0|0
DH05|D|5|D|0|0
DH06|D|6|D|0|1
DH08|D|8|D|0|0
DH09|D|9|D|0|0
DH10|D|10|D|0|0
DH11|D|11|D|0|0
DH12|D|12|D|0|0
DH13|D|13|D|0|0
DI01|D|1|D|0|0
DI02|D|2|D|0|0
DI03|D|3|D|0|0
DI04|D|4|D|0|0
DI05|D|5|D|0|0
DI06|D|6|D|0|0
DI08|D|8|D|0|0
DI09|D|9|D|0|0
DI10|D|10|D|0|0
DI11|D|11|D|0|0
DI12|D|12|D|0|0
DI13|D|13|D|0|0
DJ01|D|1|D|0|0
DJ02|D|2|D|0|0
DJ03|D|3|D|0|0
DJ04|D|4|D|0|0
DJ05|D|5|D|0|0
DJ06|D|6|D|0|0
DJ08|D|8|D|0|0
DJ09|D|9|D|0|0
DJ10|D|10|D|0|0
DJ11|D|11|D|0|0
DJ12|D|12|D|0|0
DJ13|D|13|D|0|0
DK01|D|1|D|0|0
DK02|D|2|D|0|0
DK03|D|3|D|0|0
DK04|D|4|D|0|0
DK05|D|5|D|0|0
DK06|D|6|D|0|0
DK08|D|8|D|0|0
DK09|D|9|D|0|0
DK10|D|10|D|0|0
DK11|D|11|D|0|0
DK12|D|12|D|0|0
DK13|D|13|D|0|0
DL01|D|1|D|0|0
DL02|D|2|D|0|0
DL03|D|3|D|0|0
DL04|D|4|D|0|0
DL05|D|5|D|0|0
DL06|D|6|D|0|0
DL08|D|8|D|0|1
DL09|D|9|D|0|0
DL10|D|10|D|0|0
DL11|D|11|D|0|0
DL12|D|12|D|0|0
DL13|D|13|D|0|0
DM01|D|1|D|0|0
DM02|D|2|D|0|0
DM03|D|3|D|0|0
DM04|D|4|D|0|0
DM05|D|5|D|0|0
DM06|D|6|D|0|0
DM08|D|8|D|0|1
DM09|D|9|D|0|0
DM10|D|10|D|0|0
DM11|D|11|D|0|0
DM12|D|12|D|0|0
DM13|D|13|D|0|0
EA01|E|1|E|0|0
EA02|E|2|E|0|0
EA03|E|3|E|0|0
EA04|E|4|E|0|0
EA05|E|5|E|0|0
EA06|E|6|E|0|0
EA07|E|7|E|0|0
EA08|E|8|E|0|0
EA09|E|9|E|0|0
EA10|E|10|E|0|0
EA11|E|11|E|0|0
EA12|E|12|E|0|0
EA13|E|13|E|0|0
EA14|E|14|E|0|0
EB01|E|1|E|0|0
EB02|E|2|E|0|0
EB03|E|3|E|0|0
EB04|E|4|E|0|0
EB05|E|5|E|0|0
EB06|E|6|E|0|0
EB07|E|7|E|0|0
EB08|E|8|E|0|0
EB09|E|9|E|0|0
EB10|E|10|E|0|0
EB11|E|11|E|0|0
EB12|E|12|E|0|0
EB13|E|13|E|0|0
EB14|E|14|E|0|0
EC01|E|1|E|0|0
EC02|E|2|E|0|0
EC03|E|3|E|0|0
EC04|E|4|E|0|0
EC05|E|5|E|0|0
EC06|E|6|E|0|0
EC07|E|7|E|0|0
EC08|E|8|E|0|0
EC09|E|9|E|0|0
EC10|E|10|E|0|0
EC11|E|11|E|0|0
EC12|E|12|E|0|0
EC13|E|13|E|0|0
EC14|E|14|E|0|0
ED01|E|1|E|0|0
ED02|E|2|E|0|0
ED03|E|3|E|0|0
ED04|E|4|E|0|0
ED05|E|5|E|0|0
ED06|E|6|E|0|0
ED07|E|7|E|0|0
ED08|E|8|E|0|0
ED09|E|9|E|0|0
ED10|E|10|E|0|0
ED11|E|11|E|0|0
ED12|E|12|E|0|0
ED13|E|13|E|0|0
ED14|E|14|E|0|0
EE01|E|1|E|0|0
EE02|E|2|E|0|0
EE03|E|3|E|0|0
EE04|E|4|E|0|0
EE05|E|5|E|0|0
EE06|E|6|E|0|0
EE07|E|7|E|0|0
EE08|E|8|E|0|0
EE09|E|9|E|0|0
EE10|E|10|E|0|0
EE11|E|11|E|0|0
EE12|E|12|E|0|0
EE13|E|13|E|0|0
EE14|E|14|E|0|0
EF01|E|1|E|0|0
EF02|E|2|E|0|0
EF03|E|3|E|0|0
EF04|E|4|E|0|0
EF05|E|5|E|0|0
EF06|E|6|E|0|0
EF07|E|7|E|0|0
EF08|E|8|E|0|0
EF09|E|9|E|0|0
EF10|E|10|E|0|0
EF11|E|11|E|0|0
EF12|E|12|E|0|0
EF13|E|13|E|0|0
EF14|E|14|E|0|0
EG01|E|1|E|0|0
EG02|E|2|E|0|0
EG03|E|3|E|0|0
EG04|E|4|E|0|0
EG05|E|5|E|0|0
EG06|E|6|E|0|0
EG07|E|7|E|0|0
EG08|E|8|E|0|0
EG09|E|9|E|0|0
EG10|E|10|E|0|0
EG11|E|11|E|0|0
EG12|E|12|E|0|0
EG13|E|13|E|0|0
EG14|E|14|E|0|0
EH01|E|1|E|0|0
EH02|E|2|E|0|0
EH03|E|3|E|0|0
EH04|E|4|E|0|0
EH05|E|5|E|0|0
EH06|E|6|E|0|0
EH07|E|7|E|0|0
EH08|E|8|E|0|0
EH09|E|9|E|0|0
EH10|E|10|E|0|0
EH11|E|11|E|0|0
EH12|E|12|E|0|0
EH13|E|13|E|0|0
EH14|E|14|E|0|0
EJ01|E|1|E|0|0
EJ02|E|2|E|0|0
EJ03|E|3|E|0|0
EJ04|E|4|E|0|0
EJ05|E|5|E|0|0
EJ06|E|6|E|0|0
EJ07|E|7|E|0|0
EJ08|E|8|E|0|0
EJ09|E|9|E|0|0
EJ10|E|10|E|0|0
EJ11|E|11|E|0|0
EJ12|E|12|E|0|0
EJ13|E|13|E|0|0
EJ14|E|14|E|0|0
EK01|E|1|E|0|0
EK02|E|2|E|0|0
EK03|E|3|E|0|0
EK04|E|4|E|0|0
EK05|E|5|E|0|0
EK06|E|6|E|0|0
EK07|E|7|E|0|0
EK08|E|8|E|0|0
EK09|E|9|E|0|0
EK10|E|10|E|0|0
EK11|E|11|E|0|0
EK12|E|12|E|0|0
EK13|E|13|E|0|0
EK14|E|14|E|0|0
EL01|E|1|E|0|0
EL02|E|2|E|0|0
EL03|E|3|E|0|0
EL04|E|4|E|0|0
EL05|E|5|E|0|0
EL06|E|6|E|0|0
EL07|E|7|E|0|0
EL08|E|8|E|0|0
EL09|E|9|E|0|0
EL10|E|10|E|0|0
EL11|E|11|E|0|0
EL12|E|12|E|0|0
EL13|E|13|E|0|0
EL14|E|14|E|0|0
EM01|E|1|E|0|0
EM02|E|2|E|0|0
EM03|E|3|E|0|0
EM04|E|4|E|0|0
EM05|E|5|E|0|0
EM06|E|6|E|0|0
EM07|E|7|E|0|0
EM08|E|8|E|0|0
EM09|E|9|E|0|0
EM10|E|10|E|0|0
EM11|E|11|E|0|0
EM12|E|12|E|0|0
EM13|E|13|E|0|0
EM14|E|14|E|0|0
EN01|E|1|E|0|0
EN02|E|2|E|0|0
EN03|E|3|E|0|0
EN04|E|4|E|0|0
EN05|E|5|E|0|0
EN06|E|6|E|0|0
EN07|E|7|E|0|0
EN08|E|8|E|0|0
EN09|E|9|E|0|0
EN10|E|10|E|0|0
EN11|E|11|E|0|0
EN12|E|12|E|0|0
EN13|E|13|E|0|0
EN14|E|14|E|0|0
EO01|E|1|E|0|0
EO02|E|2|E|0|0
EO03|E|3|E|0|0
EO04|E|4|E|0|0
EO05|E|5|E|0|0
EO06|E|6|E|0|0
EO07|E|7|E|0|0
EO08|E|8|E|0|0
EO09|E|9|E|0|0
EO10|E|10|E|0|0
EO11|E|11|E|0|0
EO12|E|12|E|0|0
EO13|E|13|E|0|0
EO14|E|14|E|0|0
EP01|E|1|E|0|0
EP02|E|2|E|0|0
EP03|E|3|E|0|0
EP04|E|4|E|0|0
EP05|E|5|E|0|0
EP06|E|6|E|0|0
EP07|E|7|E|0|0
EP08|E|8|E|0|0
EP09|E|9|E|0|0
EP10|E|10|E|0|0
EP11|E|11|E|0|0
EP12|E|12|E|0|0
EP13|E|13|E|0|0
EP14|E|14|E|0|0
FA01|F|1|F|0|0
FA02|F|2|F|0|0
FA03|F|3|F|0|0
FA04|F|4|F|0|0
FA05|F|5|F|0|0
FA07|F|7|F|0|0
FA08|F|8|F|0|0
FA09|F|9|F|0|0
FA10|F|10|F|0|0
FB01|F|1|F|0|0
FB02|F|2|F|0|0
FB03|F|3|F|0|0
FB04|F|4|F|0|0
FB05|F|5|F|0|0
FB07|F|7|F|0|0
FB08|F|8|F|0|0
FB09|F|9|F|0|0
FB10|F|10|F|0|0
FC01|F|1|F|0|0
FC02|F|2|F|0|0
FC03|F|3|F|0|0
FC04|F|4|F|0|0
FC05|F|5|F|0|0
FC07|F|7|F|0|0
FC08|F|8|F|0|0
FC09|F|9|F|0|0
FC10|F|10|F|0|0
FD01|F|1|F|0|0
FD02|F|2|F|0|0
FD03|F|3|F|0|0
FD04|F|4|F|0|0
FD05|F|5|F|0|0
FD07|F|7|F|0|0
FD08|F|8|F|0|0
FD09|F|9|F|0|0
FD10|F|10|F|0|0
FE01|F|1|F|0|0
FE02|F|2|F|0|0
FE03|F|3|F|0|0
FE04|F|4|F|0|0
FE05|F|5|F|0|0
FE07|F|7|F|0|0
FE08|F|8|F|0|0
FE09|F|9|F|0|0
FE10|F|10|F|0|0
FF01|F|1|F|0|0
FF02|F|2|F|0|0
FF03|F|3|F|0|0
FF04|F|4|F|0|0
FF05|F|5|F|0|0
FF07|F|7|F|0|0
FF08|F|8|F|0|0
FF09|F|9|F|0|0
FF10|F|10|F|0|0
FG01|F|1|F|0|0
FG02|F|2|F|0|0
FG03|F|3|F|0|0
FG04|F|4|F|0|0
FG05|F|5|F|0|0
FG07|F|7|F|0|0
FG08|F|8|F|0|0
FG09|F|9|F|0|0
FG10|F|10|F|0|0
FH01|F|1|F|0|0
FH02|F|2|F|0|0
FH03|F|3|F|0|0
FH04|F|4|F|0|0
FH05|F|5|F|0|0
FH07|F|7|F|0|0
FH08|F|8|F|0|0
FH09|F|9|F|0|0
FH10|F|10|F|0|0
FI01|F|1|F|0|0
FI02|F|2|F|0|0
FI03|F|3|F|0|0
