11|吉妮佛·古德溫、傑森·貝特曼、伊卓瑞斯·艾巴、珍妮·斯蕾特|2019-01-12|拜倫·霍華 瑞奇·摩爾|466560|NULL|電影的背景設定於一個只有人類以外的哺乳動物所居住的世界，其居民又分為肉食動物（predator）和草食動物（prey）兩大族群。在數千年前，動物們仍過著野蠻的生活，而肉食動物也曾靠著獵食草食動物維生；但經過多年的演化後，動物們進化成能夠理性思考並以雙腳直立行走，而肉食和草食動物雙方也達成了和平協定，停止互相殘殺的生活方式。直到現今，「方城市」（Zootopia）成為了一個住著各類已進化哺乳動物的現代化烏托邦式大都市，肉食和草食動物間彼此和平相處；動物們也會使用各式各樣的科技產品，而肉食動物則以昆蟲、魚類等作為食物的來源。|0.6|108|動物方城市|https://www.youtube.com/watch?v=jWM0ct-OLsM|0|0|2
12|瓦昆·菲尼克斯、艾美·亞當斯、魯妮·瑪拉、奧利維亞·魏爾德、史嘉蕾·喬韓森|2019-01-13|史派克·瓊斯|498960|NULL|在不久將來的洛杉磯，西奧多·湯布里（Theodore Twombly）是一個孤單、內向且悲觀的人，並在一家專門有專業作家為無法自己寫私信的人撰寫信件的公司工作。西奧多感到不開心是因為他即將與青梅竹馬凱薩琳（Catherine）離婚，於是買了一個作業系統軟體，當中有包含人工智慧虛擬助手，旨在適應和轉變自己。他決定該人工智慧是女聲，而她自名為莎曼珊（Samantha）。西奧多被雲端情人的學習能力和心理成長深深吸引。他們在愛和生活的討論中建立關係，例如西奧多拒絕簽署離婚協議書是因為他不願意放棄凱薩琳。|0.5|126|雲端情人|https://www.youtube.com/watch?v=ne6p6MfLBxc|3|0|2
13|珊卓·布拉克、喬·漢姆、麥可·基頓、艾莉森·珍妮、史提夫·庫根|2019-01-14|皮耶·考芬、凱爾·巴爾達|505440|NULL|源起盤古開天時期，剛開始只是一個黃色的有機體，隨­著時間漸漸演化成小小兵種族，他們終身都需要服侍最邪惡的主人們，然而從暴龍到拿破崙，都不小心被他們害死。小小兵們發現自己到後來沒有可以服侍的主人，從此開始鬱鬱寡歡。但其中的一隻，凱文（Kevin）有個偉大的計畫，就是選出兩位小小兵——叛逆的史都華（Stuart）還有可愛的小蘿蔔（Bob），出走尋找新的邪惡首領。凱文帶領史都華和蘿蔔登上美國紐約，前往奧蘭多參加「大壞蛋博覽會」（Villain-Con）尋找最惡名昭彰的壞蛋，他們因而找到主人：史嘉蕾·殺很大（珊卓·布拉克配音）、是世界女魔頭翹楚，將目標瞄準英女王的王冠，並派小小兵去偷。|0.6|91|小小兵|https://www.youtube.com/watch?v=P9-FCC6I7u0|0|0|2
14|傑西·艾森柏格、馬克·魯法洛、伍迪·哈里遜、梅蘭妮·蘿倫、艾拉·費雪、戴夫·弗蘭科、米高·肯恩、摩根·費里曼|2019-01-15|路易斯·賴托瑞|421200|NULL|在全場觀眾屏息以待下，由丹尼（傑西·艾森柏格 飾演）領軍的「四騎士魔術師團」正在賭城拉斯維加斯發表新魔術，不同於大衛·考柏菲的大型魔術，或大衛·布萊恩的街頭魔術，他們的表演是結合無遠弗屆的數位智慧科技的全新魔術，讓他們能將巴黎一家銀行金庫的320萬歐元，瞬間從舞台天花板撒下，也能將為富不仁者的錢，在眾目睽睽下，透過智慧型手機螢幕顯示，轉到被坑殺的投資人們的帳戶裏。到底他們真的是有巫術的俠盜？還是只是一種障眼法？無論是前者還後者，全世界的魔術破解專家跟聯邦調查局都已經盯上這四位騎士……|0.4|125|出神入化|https://www.youtube.com/watch?v=u_diRgwPCS8|1|0|2
15|泰隆·艾格頓、柯林·佛斯、山繆·傑克森、馬克·史壯、米高·肯恩|2019-01-16|馬修·范恩|466560|NULL|英國倫敦薩佛街上的一家名叫「金士曼」的高級西服裁縫店，自1849年起為世界上最有權勢的人訂做西服，而在1919年成立不為人知、行動低調的地下諜報組織[10]。1997年，金士曼隊伍潛入中東恐怖組織巢穴並順利逮捕其首腦，但代號「加拉哈德」的頂尖特務哈利·哈特卻沒發現首腦隱藏的手榴彈，導致一名特務用肉身阻擋而英勇犧牲。事後，哈特給已故特務家屬一個金士曼徽章，表明只要打後面的電話號碼，說出「牛津鞋不是雕花鞋」之暗號就可以幫助他們解決任何問題。17年後，宣傳末日理論的大學教授詹姆士·阿諾遭到億萬富翁里奇蒙·范倫坦綁架，金士曼特務「蘭斯洛特」前往解救，卻被范倫坦的女副手葛希兒用腿部假肢上裝的利刃切成兩半而陣亡。對此，金士曼領袖「亞瑟」命令哈利等全體資深特務各推薦一名候選人，從中挑選一人成為新任「蘭斯洛特」。|0.5|125|金牌特務|https://www.youtube.com/watch?v=kl8F-8tR8to|1|0|2
16|班·史提勒、羅賓·威廉斯、歐文·威爾森、丹·史蒂文斯、班·金斯利|2019-01-17|薛恩·李維|511920|NULL|隊考古隊誤打誤撞發現阿卡曼拉的陵墓，並且在不顧當地人「末日將至」的警告下強行取下黃金牌匾。 回到現代，賴瑞在博物館舉行一個盛大晚會，晚會前阿卡曼拉找到賴瑞，告訴賴瑞牌匾出了問題。賴瑞決定晚會結束後再來仔細檢視。晚會一開始十分順利，突然伴隨著牌匾的腐蝕，所有展品失控，人們紛紛逃出博物館，這次事件過後麥菲博士（館長）遭到撤職，賴瑞開始關注那塊牌匾，很快就找到當年發現牌匾時的記載，得知過去的夜班警衛-賽西也在當時陵墓挖掘的現場。隨後阿卡曼拉告訴賴瑞牌匾的秘密只有他父親-尼羅河法老知道，於是賴瑞讓麥菲博士將牌匾和阿卡曼拉轉移到大英博物館（大英博物館不知道麥菲博士被撤職），自己一同前往。|0.5|98|博物館驚魂夜3|https://www.youtube.com/watch?v=KMKk7Dn__-Y|2|0|2
17| 伊莎貝雨蓓 葛斯塔夫迪科文 瓦萊麗亞布諾妮妲姬|2019-01-18|山繆班切崔特|388800|NULL|寂寞，因為距離。兩顆本可以靠近的心，由於各自放棄走進，便一再錯過。講述的就是六個寂寞的人，如何讓各自不再寂寞。|0.6|100|寂寞新房客|https://www.youtube.com/watch?v=uccuujSe13Q|1|0|2
18|傑瑞德·雷托、莎拉·波莉、黛安·克魯格、Linh Dan Pham、萊斯·伊凡|2019-01-19|賈柯·凡·多梅爾|473040|NULL|在2092年，尼莫是個117歲的老人，在地球上最後一個難免一死的凡人。人類已經可以用不斷汰換細胞的方式來免於死亡。人們觀看著尼莫走向死亡的實境秀。尼莫說他無法記起過去，而此時，他的心理醫生試圖用催眠來幫他喚起回憶，被一名記者所記錄。然而，尼莫卻說出了自相矛盾的回憶，而且沒有人知道究竟哪些事才是真正發生過的。他講述了三個關於他人生的重要轉折點，分別是他九歲時父母離婚、十五歲時墜入愛河與成年的三十四歲。而這三個轉折的時刻分別將他的人生導向不同的結果。|0.5|157|ＭＲ.NOBODY|https://www.youtube.com/watch?v=vXf3gVYXlHg|3|0|2
19|萊恩·雷諾斯、莫蓮娜·芭卡琳、T·J·米勒、艾德·斯克林|2019-01-20|提姆·米勒|505440|NULL|前特種部隊傭兵韋德·威爾森退伍後，以臨時打手為業，常收費為人「打抱不平」，但他一直否認自己是一個英雄。一日，他在俱樂部認識一位名叫凡妮莎的脫衣舞娘，和她譜出一段長時間的熱戀，以節日過的親密接觸。當他們倆開始談婚論嫁時，韋德卻被診斷出已經癌症末期，為了不讓深愛的未婚妻難過，韋德只好趁夜裡離她而去，迫切想把癌症治好而四處求醫。一個自稱「史密斯特工」的招募員對韋德提議加入他代表的組織，稱他們的科學技術能夠治療他的病症。韋德輕信他的話而立馬簽約，之後被帶到以阿賈克斯和沙塵天使管理的移動型實驗室，但裡面所進行的非法實驗卻只讓韋德痛苦萬分。|0.5|108|惡棍英雄：死侍|https://www.youtube.com/watch?v=FyKWUTwSYAs&has_verified=1|2|4|2
20|小勞勃·道尼、克里斯·伊凡、馬克·盧法洛、克里斯·漢斯沃、史嘉蕾·喬韓森、傑瑞米·雷納、唐·奇鐸、保羅·路德、布麗·拉森、凱倫·吉蘭、達娜·古瑞拉、布萊德利·庫柏、喬許·布洛林|2019-01-21|安東尼·羅素、喬·羅素|602640|NULL|薩諾斯用無限寶石手套消滅宇宙一半生命過去23天，地球各處逐漸分崩離析，卡蘿·丹佛斯22年來首次回歸地球支援，首先將身在宇宙漂流的東尼·史塔克和涅布拉接回地球，跟剩餘的復仇者史蒂芬·羅傑斯、布魯斯·班納、索爾、娜塔莎·羅曼諾夫、詹姆士·羅德以及火箭浣熊團聚。對打敗仗極自責的史蒂芬一行人追蹤薩諾斯至他的藏身星球，原計劃是奪回所有寶石再逆轉半數生命被消滅的局勢。當他們在星球上制伏薩諾斯時，卻得知他早已將六顆寶石全部摧毀以防止進一步使用，索爾憤怒之下將薩諾斯直接斬首，讓復仇者無功而返。|0.5|181|復仇者聯盟：終局之戰|https://www.youtube.com/watch?v=TcMBFSGVi1c|1|0|2
21|中谷美紀|2019-01-22|中島哲也|421200|NULL|電影的劇情基本沿襲自小說內容，但增添了許多原作中沒有描寫的細節橋段。此外，在人物設定方面則有很大不同，使用較長的時間描寫女主角松子和家人（父親恆造、妹妹久美、弟弟紀夫）之間的關係，而成為泡泡浴女郎、因殺人入監服刑等段落則用音樂劇的形式快速表現。此外將原著中對於性愛的描寫刪減至最少，劇情著重在主角的善良和幸福面。|0.4|130|令人討厭的松子的一生|https://www.youtube.com/watch?v=h5YiO1kSZdQ|2|0|2
22|柯林·法洛、瑞秋·懷茲、蕾雅·瑟杜|2019-01-23|尤格·藍西莫|388800|NULL|在近未來的反烏托邦社會中，單身男女會被關進城中酒店，規定他們在45天之內要找到另一半，否則將被變成一種動物，流放於森林之中。進入酒店後，飯店會分發統一的服飾，房間內則放置了一把麻醉槍，飯店女侍每日會補滿20發麻醉針，住客若是在狩獵活動每捕獲1名在森林遊蕩的獨身者，在飯店的居住期限就可以多加一天。|0.6|118|單身動物園|https://www.youtube.com/watch?v=vU29VfayDMw|3|0|2
23|保羅·路德、寇瑞·史托爾、伊凡潔琳·莉莉|2019-01-24|派頓·瑞德|453600|NULL|1989年，神盾局科學顧問漢克·皮姆研究出一種能夠讓人體縮小到原子大小的「皮姆粒子」（Pym Particles），但之後發現霍華·史塔克等神盾局高層試圖瞞著他自行生產粒子。漢克憤而辭職以捍衛成果，發誓在有生之年盡其所能隱藏技術。現今，退休的漢克跟疏遠多時的女兒荷普·范戴茵重逢，荷普表示漢克的前門生達倫·克羅斯已經獨霸他一手創始的「皮姆科技公司」（Pym Technologies），並試圖著手研發一種跟皮姆粒子類似的技術、包括配對戰鬥服黃蜂戰甲。得知此事的漢克開始緊張，認為此技術若將大量生產會引起軒然大波|0.5|117|蟻人|https://www.youtube.com/watch?v=pWdKf3MneyI|2|0|2
24|霍衛民、王笑天、羅芸|2019-01-25|忻鈺坤|473040|NULL|發生在河南的一個村落里，那個村落經常燒山，每次燒山都得出人命，影片開頭就寫下了鋪墊。村長的兒子和村長不說話，感覺深仇大恨似的，這一天村裡有因為燒山死了人，出殯，村裡人就去吃流水席，寶山在吃流水席過程中揚言要讓黃歡一命還一命，晚上的時候村長兒子和黃歡去小樹林偷情，兩人是戀人，但是村長一直想給兒子找個城裡姑娘不讓他在村裡找，於是兩人就瞞著，但是黃歡為了留住村長兒子就騙其說懷了孕，其實沒有，後來還來大姨媽呢。正巧這事被村裡的小混混白虎聽到了，白虎威脅村長兒子，訛詐一萬塊，爭執之中村長兒子失手殺死了白虎，兩人逃竄並且決定要飛往廣州，但是這一幕被村長看到了，村長在兒子走後決定要造成白虎不小心引火自焚的假象，可是被村民發現後誤以為是一夜未歸電話關機的黃歡，於是寶山自然而然成了嫌疑人，寶山當天晚上沒有在家，去了他的情人琴那裡偷情，他叫來琴替自己作證，證明自己在她家，但是琴為了保全自己就撒謊稱自己一個人在家。|0.5|118|心迷宮|https://www.youtube.com/watch?v=lFvTmG7_Tek|4|0|2
25|孔劉、鄭有美、馬東石、金秀安、崔宇植、安昭熙、金義聖|2019-01-26|延尚昊|388800|NULL|韓國首爾的一家證券公司經理徐碩宇，離婚後疏於照顧女兒秀安，在女兒生日當天帶她去釜山探母，搭乘首爾往釜山的KTX高鐵列車前往。然而，一種神秘病毒開始擴散蔓延至整個國家，感染者全數轉變成嗜血喪屍，再通過咬人傳播至更多市民。政府以為這是某種暴動示威，派軍隊阻止卻擴增感染人數。一位被喪屍咬傷腿的女子逃到碩宇和秀安搭乘的列車上避難，死後變成喪屍開始襲擊乘務員和其他乘客。碩宇和秀安以及大部分乘客逃到後節車廂後立即關上門，差點將一個跑在最後的孕婦成景和她的丈夫尹相華關在門外。夫妻倆拉開門進去後，成景用報紙蓋住玻璃門才制止外面的喪屍。|0.6|118|屍速列車|https://www.youtube.com/watch?v=1F54CkQU-yM|4|1|2
26|艾迪·瑞德曼、凱薩琳·華特斯頓、丹·富勒、艾莉森·蘇朵、伊薩·米勒|2019-01-27|大衛·葉茨|550800|NULL|在1926年的紐約，英國巫師兼奇獸飼育學家紐特·斯卡曼德帶著一只斑駁的皮箱乘船來到紐約市。下船後，他遇到一個沒有魔法的「麻瓜」（Muggle）[註釋 1]瑪莉·盧·巴波（Mary Lou Barebone）。她是新塞勒姆慈善協會（New Salem Philanthropic Society）的領導人，主張巫師和女巫真實存在且會給社會帶來危害。當紐特聽著她說話時，一隻玻璃獸從他的神奇皮箱逃出來。當紐特試圖捕捉牠的時候，他遇到一個罐頭廠工人雅各·科沃斯基（Jacob Kowalski）。雅各是個有抱負的麵包師，但因為缺乏擔保品而無法向銀行貸得開設烘焙坊所需的資金。|0.5|133|怪獸與牠們的產地|https://www.youtube.com/watch?v=ViuDsy7yb8M|1|0|2
27|伊旺·麥奎格、強尼·李·米勒|2019-01-28|丹尼·鮑伊|486000|NULL|故事圍繞於數名英國年輕人身上，不喜歡就業、整天無所事事，泡妞、鬧事和吸毒成了他們每天的生活；儘管曾試圖擺脫毒品，但仍受不了誘惑地再打上一針，但隨著歲月逝去，他們也因此對自己的選擇付出代價。|0.5|93|猜火車|https://www.youtube.com/watch?v=8LuxOYIpu-I|1|1|2
28|Emily Baldoni、Maury Sterling、尼古拉斯·布倫登|2019-01-29|詹姆斯·沃德·布柯特|453600|NULL|《彗星来的那一夜》（英語：Coherence）是一部美国科幻驚悚电影，为导演詹姆斯·沃德·布柯特的处女作[3]，在2013年9月19日于奇幻电影节首映，主要讲述主演艾米丽·芭尔多尼必需面对彗星出现后的奇怪经历|0.5|88|彗星來的那一夜|https://www.youtube.com/watch?v=kxAOewNzz-8|4|0|2
29|金·凱瑞、凱特·溫絲蕾、克斯汀·鄧斯特、马克·鲁法洛、伊莱贾·伍德、Tom Wilkinson|2019-01-30|米歇·龔德里|453600|NULL|克蕾婷（凱特·溫絲蕾飾）與喬爾（金·凱瑞飾）是一對情侣，但他們的感情正瀕臨裂邊緣，於是克蕾婷決定借先進的服務，洗去兩人相處時的不愉快記憶。喬爾知道此事後，亦決定借助同一服務，把二人往日的甜蜜記憶刪除。影片中的時空交錯，過往及現時的片段不時穿插出現。|0.6|108|王牌冤家|https://www.youtube.com/watch?v=07-QBnEkgXU|3|0|2
30|楊靜怡、張震、張國柱、金燕玲、倪淑君|2019-01-31|楊德昌|466560|NULL|本片改編自1961年發生於台灣台北市牯嶺街的青少年真實殺人事件[3]。上映前，民生報曾在頭版上，報導此片特殊的選角方式，但在角色一直無法確定，以及過於倉促之下，曾一度暫時停止拍攝計劃。然而，飾演演員的選角、製作技術的繁雜及拍攝資金的銜接方面，亦造成相當大的困擾與挑戰，總共歷時110個工作日，才將本片拍攝完成。|0.5|237|牯嶺街少年殺人事件|https://www.youtube.com/watch?v=6SUUatH928M|1|0|2
31|珊卓·布拉克、唐·奇鐸、馬特·狄龍、布蘭登·費雪|2019-02-01|保羅·哈吉斯|498960|NULL|故事是發生在美國洛杉磯這個多種族群聚集的大城市。影片的開始，由於警察封鎖兇案現場調查，車子排起長龍。黑人探員格拉漢·沃特斯（Graham Waters，唐·奇鐸飾）和他的拉丁裔女友瑞雅（Ria，珍妮弗·艾斯波西多飾）的汽車也堵在長龍當中，並且被一個亞裔婦女駕駛的車子從後追撞。瑞雅與亞裔婦女發生爭吵，話中譏諷她的英語發音和駕車技術。在一片混亂當中，格拉漢信步走到兇案現場察看，卻赫然發現……。|0.4|112|衝擊效應|https://www.youtube.com/watch?v=durNwe9pL0E|1|0|2
32|梅麗莎·喬治、連恩·漢斯沃、雷切尔·卡尔帕尼|2019-02-02|克里斯托弗·史密斯|505440|NULL|潔西（梅麗莎·喬治饰）是一个单身母亲，有一个患有自闭症的儿子汤米（Joshua McIvor饰）。她的朋友格雷格（迈克尔·多尔曼饰）邀请她周末一起乘“三角洲号”游艇出海游玩，同行的还有离家出走和格雷格一起生活的维克多（連恩·漢斯沃饰），格雷格已婚的朋友薩莉（雷切尔·卡尔帕尼饰）和唐尼（亨利·尼克松饰），还有薩莉的朋友海瑟（艾玛·朗饰）。潔西没和湯米一起来，并且在出海不久睡了一段时间。維克多告诉格雷格说，当他问及湯米的时候，她迷糊了一会儿然后声称他在上学。潔西內心始終籠罩著一股不祥預感，正當大夥沉浸在歡樂的派對氣氛時，埋伏潔西腦海的擔憂竟然成真……就在潔西醒来之后不久，海上的风消失了，接着萬里無雲的好天氣驟轉成狂風暴雨。用无线电联系海岸警卫队的时候，格雷格接到一个陌生女人的呼救。暴风雨抵达他们的时候，遊艇在驚滔駭浪的摧殘下翻覆，而海瑟也被卷入水中。风暴消失的时候其他人爬上了翻转回来的游艇。|0.5|99|恐怖郵輪/迷失三角洲|https://www.youtube.com/watch?v=17XqBdCiHOI|4|4|1
33|連恩·尼遜、瑪姬·格蕾斯|2019-02-03|皮耶·莫瑞爾|570240|NULL|退休情報人員布萊恩一心想做一名稱職的父親，彌補過去對女兒琴所失去的父愛，但看著琴與前妻李諾兒已與他人重新建立了美滿的家庭，讓他深深陷入了自責中。這天，琴告訴布萊恩要跟朋友去法國遊學、逛博物館，布萊恩雖然認為兩個小女孩去歐洲太危險，但是為了不讓琴以後永遠不想見他，他只好同意琴的要求，不過他也提醒琴要隨時和他保持聯絡。沒想到琴抵達巴黎不到一小時，就遭人綁架，布萊恩得知消息後，決定要挺身而出拯救女兒。然而，布萊恩首先要解決的問題，就是他人在洛杉磯，而且他能使用的時間只有96個小時。即使如此，布萊恩還是抱持孤注一擲的決心，隻身前往法國，直搗賊窟去解救女兒。|0.5|93|即刻救援|https://www.youtube.com/watch?v=XK9zL0ze9O4|1|0|1
34|金·凯瑞、羅娜·蓮妮、艾德·哈里斯、諾亞·埃莫里奇|2019-02-04|彼得·威尔|466560|NULL|30年前奥姆尼康电视制作公司收养六名孤兒的其中一位，並刻意培养他使其成为全球最受欢迎的纪实性肥皂剧「楚门的世界」中的主人公，公司为此取得巨大的成功。然而这一切却只有一人全然不知，他就是该剧的唯一主角——楚门。|0.6|103|楚門的世界|https://www.youtube.com/watch?v=dlnmQbPGuls|2|0|1
