45|7|120|0.9|16
46|1|290|1|97
46|4|70|0.9|22
46|7|120|0.9|14
47|1|290|1|86
47|4|70|0.9|13
47|7|120|0.9|19
48|1|290|1|63
48|4|70|0.9|20
48|7|120|0.9|19
49|1|290|1|84
49|4|70|0.9|15
49|7|120|0.9|14
50|1|290|1|93
50|4|70|0.9|11
50|7|120|0.9|18
51|1|290|1|78
51|4|70|0.9|16
51|7|120|0.9|14
52|1|290|1|97
52|4|70|0.9|15
52|7|120|0.9|14
53|1|290|1|85
53|5|60|0.9|20
53|12|120|0.9|29
53|15|350|1|43
53|16|330|1|43
54|1|290|1|107
54|5|60|0.9|34
54|12|120|0.9|28
54|15|350|1|48
54|16|330|1|48
55|1|290|1|80
55|5|60|0.9|18
55|12|120|0.9|34
55|15|350|1|35
55|16|330|1|35
56|1|290|1|86
56|5|60|0.9|26
56|12|120|0.9|28
56|15|350|1|26
56|16|330|1|26
57|1|290|1|96
57|5|60|0.9|26
57|12|120|0.9|23
57|15|350|1|28
57|16|330|1|28
58|1|290|1|84
58|5|60|0.9|27
58|12|120|0.9|30
58|15|350|1|29
58|16|330|1|29
59|1|290|1|96
59|5|60|0.9|29
59|12|120|0.9|26
59|15|350|1|43
59|16|330|1|43
60|1|290|1|78
60|5|60|0.9|31
60|12|120|0.9|24
60|15|350|1|42
60|16|330|1|42
61|1|290|1|214
61|6|54|0.9|39
61|9|200|0.9|52
61|13|195|1|11
61|14|175|1|11
62|1|290|1|208
62|6|54|0.9|45
62|9|200|0.9|53
62|13|195|1|11
62|14|175|1|11
63|1|290|1|223
63|6|54|0.9|47
63|9|200|0.9|51
63|13|195|1|12
63|14|175|1|12
64|1|290|1|210
64|6|54|0.9|58
64|9|200|0.9|54
64|13|195|1|14
64|14|175|1|14
65|1|290|1|219
65|6|54|0.9|43
65|9|200|0.9|45
65|13|195|1|19
65|14|175|1|19
66|1|290|1|218
66|6|54|0.9|47
66|9|200|0.9|40
66|13|195|1|15
66|14|175|1|15
67|1|290|1|215
67|6|54|0.9|53
67|9|200|0.9|42
67|13|195|1|12
67|14|175|1|12
68|1|290|1|226
68|6|54|0.9|51
68|9|200|0.9|42
68|13|195|1|14
68|14|175|1|14
69|1|290|1|192
69|6|54|0.9|28
69|8|100|0.9|32
69|13|195|1|19
69|14|175|1|19
70|1|290|1|204
70|6|54|0.9|21
70|8|100|0.9|50
70|13|195|1|17
70|14|175|1|17
71|1|290|1|202
71|6|54|0.9|29
71|8|100|0.9|35
71|13|195|1|11
71|14|175|1|11
72|1|290|1|204
72|6|54|0.9|47
72|8|100|0.9|43
72|13|195|1|14
72|14|175|1|14
73|1|290|1|211
73|6|54|0.9|35
73|8|100|0.9|29
73|13|195|1|17
73|14|175|1|17
74|1|290|1|211
74|6|54|0.9|21
74|8|100|0.9|31
74|13|195|1|13
74|14|175|1|13
75|1|290|1|198
75|6|54|0.9|35
75|8|100|0.9|53
75|13|195|1|11
75|14|175|1|11
76|1|290|1|195
76|6|54|0.9|41
76|8|100|0.9|47
76|13|195|1|13
76|14|175|1|13
77|1|290|1|129
77|5|60|0.9|24
77|11|130|0.9|41
77|13|195|1|41
77|14|175|1|41
78|1|290|1|142
78|5|60|0.9|19
78|11|130|0.9|23
78|13|195|1|29
78|14|175|1|29
79|1|290|1|138
79|5|60|0.9|28
79|11|130|0.9|34
79|13|195|1|39
79|14|175|1|39
80|1|290|1|126
80|5|60|0.9|32
80|11|130|0.9|44
80|13|195|1|32
80|14|175|1|32
81|1|290|1|137
81|5|60|0.9|41
81|11|130|0.9|35
81|13|195|1|45
81|14|175|1|45
82|1|290|1|132
82|5|60|0.9|42
82|11|130|0.9|26
82|13|195|1|26
82|14|175|1|26
83|1|290|1|137
83|5|60|0.9|23
83|11|130|0.9|32
83|13|195|1|25
83|14|175|1|25
84|1|290|1|139
84|5|60|0.9|19
84|11|130|0.9|41
84|13|195|1|42
84|14|175|1|42
85|1|290|1|129
85|5|60|0.9|26
85|11|130|0.9|22
85|13|195|1|43
85|14|175|1|43
86|1|290|1|143
86|5|60|0.9|20
86|11|130|0.9|17
86|13|195|1|31
86|14|175|1|31
87|1|290|1|133
87|5|60|0.9|30
87|11|130|0.9|42
87|13|195|1|29
87|14|175|1|29
88|1|290|1|144
88|5|60|0.9|32
88|11|130|0.9|15
88|13|195|1|44
88|14|175|1|44
89|1|290|1|145
89|5|60|0.9|32
89|11|130|0.9|22
89|13|195|1|29
89|14|175|1|29
90|1|290|1|142
90|5|60|0.9|34
90|11|130|0.9|41
90|13|195|1|32
90|14|175|1|32
91|1|290|1|143
91|5|60|0.9|30
91|11|130|0.9|22
91|13|195|1|42
91|14|175|1|42
92|1|290|1|134
92|5|60|0.9|36
92|11|130|0.9|21
92|13|195|1|43
92|14|175|1|43
93|1|290|1|128
93|5|60|0.9|46
93|10|140|0.9|29
93|15|350|1|15
93|16|330|1|15
94|1|290|1|133
94|5|60|0.9|30
94|10|140|0.9|47
94|15|350|1|15
94|16|330|1|15
95|1|290|1|137
95|5|60|0.9|32
95|10|140|0.9|28
95|15|350|1|15
95|16|330|1|15
96|1|290|1|139
96|5|60|0.9|43
96|10|140|0.9|47
96|15|350|1|15
96|16|330|1|15
97|1|290|1|125
97|5|60|0.9|40
97|10|140|0.9|36
97|15|350|1|15
97|16|330|1|15
98|1|290|1|137
98|5|60|0.9|39
98|10|140|0.9|44
98|15|350|1|15
98|16|330|1|15
99|1|290|1|129
99|5|60|0.9|39
99|10|140|0.9|29
99|15|350|1|15
99|16|330|1|15
100|1|290|1|138
100|5|60|0.9|36
100|10|140|0.9|47
100|15|350|1|15
100|16|330|1|15
101|1|290|1|74
101|4|70|0.9|13
101|7|120|0.9|19
102|1|290|1|60
102|4|70|0.9|23
102|7|120|0.9|16
103|1|290|1|81
103|4|70|0.9|13
103|7|120|0.9|19
104|1|290|1|88
104|4|70|0.9|24
104|7|120|0.9|19
105|1|290|1|82
105|4|70|0.9|12
105|7|120|0.9|12
106|1|290|1|95
106|4|70|0.9|20
106|7|120|0.9|19
107|1|290|1|59
107|4|70|0.9|10
107|7|120|0.9|12
108|1|290|1|70
108|4|70|0.9|15
108|7|120|0.9|18
109|1|290|1|95
109|5|60|0.9|16
109|12|120|0.9|25
109|15|350|1|41
109|16|330|1|41
110|1|290|1|91
110|5|60|0.9|20
110|12|120|0.9|39
110|15|350|1|35
110|16|330|1|35
111|1|290|1|98
111|5|60|0.9|33
111|12|120|0.9|26
111|15|350|1|29
111|16|330|1|29
112|1|290|1|87
112|5|60|0.9|26
112|12|120|0.9|23
112|15|350|1|36
112|16|330|1|36
113|1|290|1|72
113|5|60|0.9|26
113|12|120|0.9|37
113|15|350|1|40
113|16|330|1|40
114|1|290|1|92
114|5|60|0.9|24
114|12|120|0.9|20
114|15|350|1|49
114|16|330|1|49
115|1|290|1|76
115|5|60|0.9|27
115|12|120|0.9|27
115|15|350|1|47
115|16|330|1|47
116|1|290|1|101
116|5|60|0.9|32
116|12|120|0.9|23
116|15|350|1|29
116|16|330|1|29
117|1|290|1|211
117|6|54|0.9|52
117|9|200|0.9|47
117|13|195|1|15
117|14|175|1|15
118|1|290|1|218
118|6|54|0.9|39
118|9|200|0.9|52
118|13|195|1|18
118|14|175|1|18
119|1|290|1|215
119|6|54|0.9|35
119|9|200|0.9|57
119|13|195|1|10
119|14|175|1|10
120|1|290|1|228
120|6|54|0.9|55
120|9|200|0.9|53
120|13|195|1|17
120|14|175|1|17
121|1|290|1|224
121|6|54|0.9|52
121|9|200|0.9|42
121|13|195|1|12
121|14|175|1|12
122|1|290|1|226
122|6|54|0.9|46
122|9|200|0.9|42
122|13|195|1|19
122|14|175|1|19
123|1|290|1|219
123|6|54|0.9|57
123|9|200|0.9|42
123|13|195|1|15
123|14|175|1|15
124|1|290|1|209
124|6|54|0.9|54
124|9|200|0.9|58
124|13|195|1|11
124|14|175|1|11
125|1|290|1|212
125|6|54|0.9|21
125|8|100|0.9|34
125|13|195|1|14
125|14|175|1|14
126|1|290|1|204
126|6|54|0.9|39
126|8|100|0.9|53
126|13|195|1|11
126|14|175|1|11
127|1|290|1|199
127|6|54|0.9|25
127|8|100|0.9|40
127|13|195|1|15
127|14|175|1|15
128|1|290|1|212
128|6|54|0.9|25
128|8|100|0.9|33
128|13|195|1|14
128|14|175|1|14
129|1|290|1|210
129|6|54|0.9|39
129|8|100|0.9|29
129|13|195|1|17
129|14|175|1|17
130|1|290|1|197
130|6|54|0.9|42
130|8|100|0.9|28
130|13|195|1|10
130|14|175|1|10
131|1|290|1|209
131|6|54|0.9|46
131|8|100|0.9|30
131|13|195|1|12
131|14|175|1|12
132|1|290|1|200
132|6|54|0.9|26
132|8|100|0.9|54
132|13|195|1|15
132|14|175|1|15
133|1|290|1|127
133|5|60|0.9|44
133|11|130|0.9|42
133|13|195|1|38
133|14|175|1|38
134|1|290|1|140
134|5|60|0.9|33
134|11|130|0.9|37
134|13|195|1|48
134|14|175|1|48
135|1|290|1|143
135|5|60|0.9|25
135|11|130|0.9|43
135|13|195|1|44
135|14|175|1|44
136|1|290|1|126
136|5|60|0.9|34
136|11|130|0.9|37
136|13|195|1|31
136|14|175|1|31
137|1|290|1|132
137|5|60|0.9|30
137|11|130|0.9|24
137|13|195|1|36
137|14|175|1|36
138|1|290|1|129
138|5|60|0.9|38
138|11|130|0.9|40
138|13|195|1|33
138|14|175|1|33
139|1|290|1|128
139|5|60|0.9|15
139|11|130|0.9|30
139|13|195|1|28
139|14|175|1|28
140|1|290|1|141
140|5|60|0.9|35
140|11|130|0.9|23
140|13|195|1|25
140|14|175|1|25
141|1|290|1|127
141|5|60|0.9|43
141|11|130|0.9|44
141|13|195|1|29
141|14|175|1|29
142|1|290|1|127
142|5|60|0.9|20
142|11|130|0.9|25
142|13|195|1|38
142|14|175|1|38
143|1|290|1|136
143|5|60|0.9|28
143|11|130|0.9|29
143|13|195|1|29
143|14|175|1|29
144|1|290|1|129
144|5|60|0.9|33
144|11|130|0.9|23
144|13|195|1|36
144|14|175|1|36
145|1|290|1|129
145|5|60|0.9|40
145|11|130|0.9|28
145|13|195|1|31
145|14|175|1|31
146|1|290|1|133
146|5|60|0.9|31
146|11|130|0.9|44
146|13|195|1|32
146|14|175|1|32
147|1|290|1|127
147|5|60|0.9|21
147|11|130|0.9|28
147|13|195|1|44
147|14|175|1|44
148|1|290|1|126
148|5|60|0.9|22
148|11|130|0.9|17
148|13|195|1|35
148|14|175|1|35
149|1|290|1|133
149|5|60|0.9|44
149|10|140|0.9|30
149|15|350|1|15
149|16|330|1|15
150|1|290|1|136
150|5|60|0.9|47
150|10|140|0.9|25
150|15|350|1|15
150|16|330|1|15
151|1|290|1|130
151|5|60|0.9|30
151|10|140|0.9|42
151|15|350|1|15
151|16|330|1|15
152|1|290|1|137
152|5|60|0.9|47
152|10|140|0.9|46
152|15|350|1|15
152|16|330|1|15
153|1|290|1|127
153|5|60|0.9|39
153|10|140|0.9|46
153|15|350|1|15
153|16|330|1|15
154|1|290|1|131
154|5|60|0.9|48
154|10|140|0.9|42
154|15|350|1|15
154|16|330|1|15
155|1|290|1|135
155|5|60|0.9|39
155|10|140|0.9|41
155|15|350|1|15
155|16|330|1|15
156|1|290|1|130
156|5|60|0.9|33
156|10|140|0.9|36
156|15|350|1|15
156|16|330|1|15
157|1|290|1|89
157|4|70|0.9|23
157|7|120|0.9|15
158|1|290|1|66
158|4|70|0.9|11
158|7|120|0.9|15
159|1|290|1|93
159|4|70|0.9|10
159|7|120|0.9|18
160|1|290|1|70
160|4|70|0.9|13
160|7|120|0.9|13
161|1|290|1|94
161|4|70|0.9|23
161|7|120|0.9|15
162|1|290|1|85
162|4|70|0.9|10
162|7|120|0.9|11
163|1|290|1|70
163|4|70|0.9|11
163|7|120|0.9|16
164|1|290|1|82
164|4|70|0.9|10
164|7|120|0.9|10
165|1|290|1|100
165|5|60|0.9|32
165|12|120|0.9|20
165|15|350|1|41
165|16|330|1|41
166|1|290|1|105
166|5|60|0.9|18
166|12|120|0.9|35
166|15|350|1|39
166|16|330|1|39
167|1|290|1|92
167|5|60|0.9|24
167|12|120|0.9|25
167|15|350|1|43
167|16|330|1|43
168|1|290|1|101
168|5|60|0.9|33
168|12|120|0.9|28
168|15|350|1|37
168|16|330|1|37
169|1|290|1|90
169|5|60|0.9|28
169|12|120|0.9|38
169|15|350|1|44
169|16|330|1|44
170|1|290|1|87
170|5|60|0.9|26
170|12|120|0.9|37
170|15|350|1|30
170|16|330|1|30
171|1|290|1|82
171|5|60|0.9|19
171|12|120|0.9|26
171|15|350|1|25
171|16|330|1|25
172|1|290|1|77
172|5|60|0.9|21
172|12|120|0.9|26
172|15|350|1|44
172|16|330|1|44
173|1|290|1|220
173|6|54|0.9|52
173|9|200|0.9|44
173|13|195|1|19
173|14|175|1|19
174|1|290|1|213
174|6|54|0.9|37
174|9|200|0.9|41
174|13|195|1|17
174|14|175|1|17
175|1|290|1|208
175|6|54|0.9|41
175|9|200|0.9|52
175|13|195|1|19
175|14|175|1|19
176|1|290|1|229
176|6|54|0.9|37
176|9|200|0.9|40
176|13|195|1|10
176|14|175|1|10
177|1|290|1|214
177|6|54|0.9|48
177|9|200|0.9|40
177|13|195|1|18
177|14|175|1|18
178|1|290|1|221
178|6|54|0.9|42
178|9|200|0.9|51
178|13|195|1|19
178|14|175|1|19
179|1|290|1|227
179|6|54|0.9|36
179|9|200|0.9|49
179|13|195|1|13
179|14|175|1|13
180|1|290|1|211
180|6|54|0.9|54
180|9|200|0.9|55
180|13|195|1|12
180|14|175|1|12
181|1|290|1|213
181|6|54|0.9|35
181|8|100|0.9|46
181|13|195|1|13
181|14|175|1|13
182|1|290|1|212
182|6|54|0.9|45
182|8|100|0.9|32
182|13|195|1|10
182|14|175|1|10
183|1|290|1|209
183|6|54|0.9|25
183|8|100|0.9|40
183|13|195|1|18
183|14|175|1|18
184|1|290|1|198
184|6|54|0.9|29
184|8|100|0.9|51
184|13|195|1|11
184|14|175|1|11
185|1|290|1|206
185|6|54|0.9|41
185|8|100|0.9|38
185|13|195|1|14
185|14|175|1|14
186|1|290|1|214
186|6|54|0.9|48
186|8|100|0.9|48
186|13|195|1|15
186|14|175|1|15
187|1|290|1|200
187|6|54|0.9|25
187|8|100|0.9|50
187|13|195|1|17
187|14|175|1|17
188|1|290|1|206
188|6|54|0.9|36
188|8|100|0.9|42
188|13|195|1|10
188|14|175|1|10
189|1|290|1|131
189|5|60|0.9|42
189|11|130|0.9|32
189|13|195|1|43
189|14|175|1|43
190|1|290|1|143
190|5|60|0.9|32
190|11|130|0.9|49
190|13|195|1|29
190|14|175|1|29
191|1|290|1|138
191|5|60|0.9|24
191|11|130|0.9|35
191|13|195|1|35
191|14|175|1|35
192|1|290|1|145
192|5|60|0.9|43
192|11|130|0.9|46
192|13|195|1|40
192|14|175|1|40
193|1|290|1|146
193|5|60|0.9|44
193|11|130|0.9|25
193|13|195|1|35
193|14|175|1|35
194|1|290|1|134
194|5|60|0.9|18
194|11|130|0.9|33
194|13|195|1|30
194|14|175|1|30
195|1|290|1|132
195|5|60|0.9|15
195|11|130|0.9|43
195|13|195|1|35
195|14|175|1|35
196|1|290|1|140
196|5|60|0.9|43
196|11|130|0.9|40
196|13|195|1|45
196|14|175|1|45
197|1|290|1|145
197|5|60|0.9|42
197|11|130|0.9|40
197|13|195|1|28
197|14|175|1|28
198|1|290|1|141
198|5|60|0.9|22
198|11|130|0.9|30
198|13|195|1|42
198|14|175|1|42
199|1|290|1|138
199|5|60|0.9|28
199|11|130|0.9|17
199|13|195|1|44
199|14|175|1|44
200|1|290|1|145
200|5|60|0.9|30
200|11|130|0.9|27
200|13|195|1|31
200|14|175|1|31
201|1|290|1|128
201|5|60|0.9|26
201|11|130|0.9|43
201|13|195|1|33
201|14|175|1|33
202|1|290|1|131
202|5|60|0.9|25
202|11|130|0.9|16
202|13|195|1|28
202|14|175|1|28
203|1|290|1|141
203|5|60|0.9|44
203|11|130|0.9|31
203|13|195|1|27
203|14|175|1|27
204|1|290|1|137
204|5|60|0.9|43
204|11|130|0.9|33
204|13|195|1|26
204|14|175|1|26
205|1|290|1|133
205|5|60|0.9|43
205|10|140|0.9|45
205|15|350|1|15
205|16|330|1|15
206|1|290|1|130
206|5|60|0.9|37
206|10|140|0.9|40
206|15|350|1|15
206|16|330|1|15
207|1|290|1|135
207|5|60|0.9|41
207|10|140|0.9|34
207|15|350|1|15
207|16|330|1|15
208|1|290|1|136
208|5|60|0.9|36
208|10|140|0.9|35
208|15|350|1|15
208|16|330|1|15
209|1|290|1|133
209|5|60|0.9|32
209|10|140|0.9|38
209|15|350|1|15
209|16|330|1|15
210|1|290|1|128
210|5|60|0.9|46
210|10|140|0.9|37
210|15|350|1|15
210|16|330|1|15
211|1|290|1|130
211|5|60|0.9|31
211|10|140|0.9|36
211|15|350|1|15
211|16|330|1|15
212|1|290|1|120
212|5|60|0.9|35
212|10|140|0.9|45
212|15|350|1|15
212|16|330|1|15
213|1|290|1|87
213|4|70|0.9|19
213|7|120|0.9|18
214|1|290|1|66
214|4|70|0.9|24
214|7|120|0.9|12
215|1|290|1|71
215|4|70|0.9|10
215|7|120|0.9|19
216|1|290|1|93
216|4|70|0.9|20
216|7|120|0.9|13
217|1|290|1|67
217|4|70|0.9|12
217|7|120|0.9|17
218|1|290|1|77
218|4|70|0.9|23
218|7|120|0.9|11
219|1|290|1|89
219|4|70|0.9|23
219|7|120|0.9|14
220|1|290|1|85
220|4|70|0.9|14
220|7|120|0.9|18
221|1|290|1|96
221|5|60|0.9|18
221|12|120|0.9|35
221|15|350|1|32
221|16|330|1|32
222|1|290|1|83
222|5|60|0.9|30
222|12|120|0.9|26
222|15|350|1|44
222|16|330|1|44
223|1|290|1|85
223|5|60|0.9|25
223|12|120|0.9|39
223|15|350|1|38
223|16|330|1|38
224|1|290|1|74
224|5|60|0.9|30
224|12|120|0.9|29
224|15|350|1|44
224|16|330|1|44
225|1|290|1|90
225|5|60|0.9|15
225|12|120|0.9|20
225|15|350|1|32
225|16|330|1|32
226|1|290|1|105
226|5|60|0.9|24
226|12|120|0.9|38
226|15|350|1|37
226|16|330|1|37
227|1|290|1|90
227|5|60|0.9|20
227|12|120|0.9|21
227|15|350|1|41
227|16|330|1|41
228|1|290|1|78
228|5|60|0.9|28
228|12|120|0.9|21
228|15|350|1|32
228|16|330|1|32
229|1|290|1|229
229|6|54|0.9|59
229|9|200|0.9|48
229|13|195|1|18
229|14|175|1|18
230|1|290|1|209
230|6|54|0.9|59
230|9|200|0.9|47
230|13|195|1|15
230|14|175|1|15
231|1|290|1|221
231|6|54|0.9|50
231|9|200|0.9|56
231|13|195|1|15
231|14|175|1|15
232|1|290|1|207
232|6|54|0.9|56
232|9|200|0.9|51
232|13|195|1|16
232|14|175|1|16
233|1|290|1|218
233|6|54|0.9|44
233|9|200|0.9|55
233|13|195|1|19
233|14|175|1|19
234|1|290|1|219
234|6|54|0.9|55
234|9|200|0.9|48
234|13|195|1|17
234|14|175|1|17
235|1|290|1|228
235|6|54|0.9|55
235|9|200|0.9|48
235|13|195|1|14
235|14|175|1|14
236|1|290|1|210
236|6|54|0.9|39
236|9|200|0.9|44
236|13|195|1|14
236|14|175|1|14
237|1|290|1|195
237|6|54|0.9|45
237|8|100|0.9|47
237|13|195|1|12
237|14|175|1|12
238|1|290|1|211
238|6|54|0.9|30
238|8|100|0.9|25
238|13|195|1|12
238|14|175|1|12
239|1|290|1|195
239|6|54|0.9|38
239|8|100|0.9|32
239|13|195|1|16
239|14|175|1|16
240|1|290|1|212
240|6|54|0.9|46
240|8|100|0.9|53
240|13|195|1|11
240|14|175|1|11
241|1|290|1|199
241|6|54|0.9|28
241|8|100|0.9|27
241|13|195|1|12
241|14|175|1|12
242|1|290|1|210
242|6|54|0.9|22
242|8|100|0.9|25
242|13|195|1|17
242|14|175|1|17
243|1|290|1|193
243|6|54|0.9|32
243|8|100|0.9|36
243|13|195|1|17
243|14|175|1|17
244|1|290|1|212
244|6|54|0.9|49
244|8|100|0.9|41
244|13|195|1|19
244|14|175|1|19
245|1|290|1|136
245|5|60|0.9|38
245|11|130|0.9|44
245|13|195|1|29
245|14|175|1|29
246|1|290|1|133
246|5|60|0.9|17
246|11|130|0.9|49
246|13|195|1|46
246|14|175|1|46
247|1|290|1|132
247|5|60|0.9|38
247|11|130|0.9|40
247|13|195|1|36
247|14|175|1|36
248|1|290|1|143
248|5|60|0.9|29
248|11|130|0.9|33
248|13|195|1|41
248|14|175|1|41
249|1|290|1|141
249|5|60|0.9|36
249|11|130|0.9|31
249|13|195|1|33
249|14|175|1|33
250|1|290|1|130
250|5|60|0.9|29
250|11|130|0.9|47
250|13|195|1|43
250|14|175|1|43
251|1|290|1|141
251|5|60|0.9|29
251|11|130|0.9|47
251|13|195|1|26
251|14|175|1|26
252|1|290|1|141
252|5|60|0.9|34
252|11|130|0.9|31
252|13|195|1|35
252|14|175|1|35
253|1|290|1|126
253|5|60|0.9|38
253|11|130|0.9|29
253|13|195|1|35
253|14|175|1|35
254|1|290|1|141
254|5|60|0.9|26
254|11|130|0.9|23
254|13|195|1|36
254|14|175|1|36
255|1|290|1|136
255|5|60|0.9|31
255|11|130|0.9|44
255|13|195|1|40
255|14|175|1|40
256|1|290|1|145
256|5|60|0.9|25
256|11|130|0.9|36
256|13|195|1|41
256|14|175|1|41
257|1|290|1|131
257|5|60|0.9|22
257|11|130|0.9|19
257|13|195|1|36
257|14|175|1|36
258|1|290|1|138
258|5|60|0.9|24
258|11|130|0.9|34
258|13|195|1|33
258|14|175|1|33
259|1|290|1|143
259|5|60|0.9|33
259|11|130|0.9|21
259|13|195|1|42
259|14|175|1|42
260|1|290|1|146
260|5|60|0.9|28
260|11|130|0.9|44
260|13|195|1|42
260|14|175|1|42
261|1|290|1|126
261|5|60|0.9|37
261|10|140|0.9|49
261|15|350|1|15
261|16|330|1|15
262|1|290|1|135
262|5|60|0.9|34
262|10|140|0.9|38
262|15|350|1|15
262|16|330|1|15
263|1|290|1|138
263|5|60|0.9|32
263|10|140|0.9|48
263|15|350|1|15
263|16|330|1|15
264|1|290|1|126
264|5|60|0.9|34
264|10|140|0.9|28
264|15|350|1|15
264|16|330|1|15
265|1|290|1|139
265|5|60|0.9|39
265|10|140|0.9|43
265|15|350|1|15
265|16|330|1|15
266|1|290|1|137
266|5|60|0.9|34
266|10|140|0.9|27
266|15|350|1|15
266|16|330|1|15
267|1|290|1|120
267|5|60|0.9|35
267|10|140|0.9|44
267|15|350|1|15
267|16|330|1|15
268|1|290|1|134
268|5|60|0.9|40
268|10|140|0.9|25
268|15|350|1|15
268|16|330|1|15
269|1|290|1|89
269|4|70|0.9|12
269|7|120|0.9|17
270|1|290|1|89
270|4|70|0.9|17
270|7|120|0.9|12
271|1|290|1|75
271|4|70|0.9|24
271|7|120|0.9|10
272|1|290|1|77
272|4|70|0.9|17
272|7|120|0.9|12
273|1|290|1|94
273|4|70|0.9|12
273|7|120|0.9|14
274|1|290|1|84
274|4|70|0.9|13
274|7|120|0.9|18
275|1|290|1|70
275|4|70|0.9|10
275|7|120|0.9|16
276|1|290|1|70
276|4|70|0.9|23
276|7|120|0.9|13
