orderno|quantity|sCOrderID|productID
690|2|347|28
691|6|348|27
692|2|348|33
693|6|348|31
694|7|349|21
695|4|350|27
696|2|350|29
697|3|350|22
698|5|351|19
699|10|351|25
700|3|351|25
701|3|352|21
702|7|353|25
703|4|353|25
704|8|354|28
705|7|354|24
706|5|354|21
707|2|355|24
708|10|355|28
709|4|355|25
710|9|356|17
711|6|356|33
712|6|357|26
713|9|357|21
714|1|357|19
715|4|358|25
716|10|359|25
717|5|360|31
718|6|360|20
719|1|360|25
720|9|361|30
721|7|361|21
722|3|361|20
723|2|362|31
724|6|363|25
725|2|363|32
726|3|364|30
727|1|364|31
728|3|365|20
729|1|365|17
730|8|366|30
731|3|367|21
732|4|367|27
733|10|367|25
734|2|368|27
735|9|368|28
736|9|368|20
737|5|369|23
738|6|370|28
739|4|370|31
740|2|370|20
741|1|371|32
742|10|371|23
743|2|372|31
744|3|372|19
745|6|372|29
746|5|373|24
747|4|373|26
748|3|374|30
749|4|374|31
750|1|374|23
751|3|375|26
752|8|375|19
753|4|376|29
754|10|376|26
755|7|377|28
756|3|377|23
757|9|377|18
758|10|378|27
759|2|379|29
760|8|379|19
761|5|380|31
762|6|380|33
763|7|380|25
764|7|381|26
765|5|381|23
766|8|381|21
767|1|382|33
768|10|383|27
769|5|384|17
770|3|385|28
771|9|385|31
772|9|386|29
773|5|387|19
774|7|387|17
775|5|388|26
776|9|388|21
777|7|388|23
778|8|389|22
779|10|389|28
780|8|389|25
781|10|390|33
782|10|390|32
783|6|391|33
784|3|392|33
785|2|392|19
786|9|393|30
787|7|393|19
788|8|393|17
789|7|394|17
790|6|394|27
791|2|395|27
792|8|395|29
793|2|395|28
794|8|396|24
795|7|396|26
796|4|397|19
797|7|398|28
798|7|398|29
799|6|398|17
800|4|399|32
801|3|400|23
802|10|400|29
803|3|401|21
804|9|401|33
805|2|402|32
806|4|402|29
807|10|403|33
808|6|403|28
809|9|403|17
810|9|404|22
811|2|404|22
812|4|404|28
813|10|405|28
814|1|405|25
815|8|406|32
816|3|406|30
817|3|406|20
818|9|407|27
819|6|407|17
820|2|408|24
821|5|409|30
822|8|410|17
823|3|410|27
824|5|410|19
825|9|411|32
826|5|412|26
827|7|412|31
828|6|413|21
829|2|413|30
830|4|413|23
831|2|414|24
832|2|414|20
833|1|414|22
834|10|415|31
835|3|415|26
836|1|416|17
837|4|417|24
838|6|418|25
839|9|418|27
840|7|418|28
841|8|419|26
842|2|419|21
843|8|420|18
844|7|420|28
845|10|421|33
846|10|421|18
847|10|422|21
848|5|422|23
849|3|422|17
850|3|423|17
851|5|423|23
852|1|423|25
853|5|424|27
854|6|424|25
855|5|424|24
856|1|425|25
857|1|425|28
858|1|425|33
859|8|426|29
860|3|427|26
861|6|427|23
862|4|428|17
863|10|429|28
864|7|429|31
865|3|430|33
866|8|430|27
867|10|430|30
868|10|431|29
869|1|432|29
870|10|432|32
871|9|432|27
872|4|433|24
873|8|433|28
874|7|434|17
875|6|434|32
876|8|435|26
877|8|435|33
878|8|436|25
879|9|437|20
880|8|438|22
881|8|438|22
882|2|439|18
883|4|439|30
884|9|439|22
885|6|440|26
886|7|441|27
887|8|441|32
888|2|441|32
889|4|442|28
890|4|442|18
891|5|443|24
892|4|444|27
893|4|444|17
894|2|444|26
895|6|445|18
896|8|445|26
897|1|445|29
898|7|446|19
899|7|446|23
900|9|446|25
901|4|447|33
902|8|447|29
903|1|448|29
904|9|449|27
905|7|449|25
906|6|450|17
907|3|450|29
908|8|451|22
909|10|451|30
910|1|452|29
911|3|452|17
912|9|453|29
913|8|453|31
914|10|454|21
915|3|454|18
916|2|454|23
917|6|455|32
918|3|455|19
919|6|455|19
920|9|456|21
921|5|456|28
922|4|457|21
923|4|457|21
924|9|458|20
925|10|458|33
926|9|458|19
927|10|459|29
928|2|459|33
929|7|459|29
930|8|460|31
931|4|460|25
932|6|460|25
933|7|461|20
934|10|461|19
935|4|461|17
936|3|462|27
937|5|462|31
938|10|462|24
939|1|463|31
940|2|464|22
941|4|465|29
942|8|465|19
943|8|466|21
944|10|467|21
945|2|467|28
946|8|467|26
947|5|468|30
948|6|468|28
949|1|469|18
950|8|469|27
951|4|469|28
952|7|470|28
953|10|470|24
954|3|470|24
955|3|471|23
956|2|472|26
957|9|472|28
958|9|472|22
959|6|473|24
960|10|474|25
961|9|474|28
962|2|474|28
963|6|475|20
964|1|475|17
965|1|475|30
966|2|476|32
967|4|476|28
968|6|477|31
969|3|478|33
970|1|478|21
971|8|479|21
972|1|479|18
973|1|479|32
974|4|480|27
975|9|480|18
976|6|480|24
977|6|481|27
978|1|481|19
979|10|481|29
980|6|482|32
981|7|483|22
982|10|483|27
983|8|484|19
984|1|484|20
985|5|485|33
986|9|485|31
987|6|485|19
988|1|486|31
989|1|487|29
990|6|487|30
991|9|488|23
992|1|489|18
993|6|489|30
994|7|490|24
995|4|490|33
996|3|490|29
997|7|491|31
998|3|491|18
999|4|491|33
1000|4|492|26
1001|3|492|24
1002|5|493|28
1003|3|494|29
1004|2|495|31
1005|5|495|24
1006|7|496|20
1007|6|497|26
1008|3|497|24
1009|2|498|21
1010|4|498|18
1011|8|498|33
1012|10|499|33
1013|8|499|22
1014|10|499|26
1015|8|500|29
1016|8|500|31
1017|1|500|30
1018|3|501|24
1019|10|501|26
1020|6|501|32
1021|3|502|20
1022|5|502|25
1023|1|503|27
1024|4|503|20
1025|1|503|28
1026|7|504|22
1027|10|504|33
1028|1|504|20
1029|2|505|19
1030|7|505|28
1031|6|505|20
1032|9|506|33
1033|6|507|28
1034|8|508|32
1035|9|508|26
1036|8|509|17
1037|7|509|21
1038|6|510|21
1039|6|510|30
1040|8|510|29
1041|2|511|31
1042|5|511|26
1043|10|511|24
1044|6|512|24
1045|9|512|29
1046|4|513|28
1047|5|513|30
1048|5|513|27
1049|5|514|31
1050|6|514|18
1051|9|515|17
1052|1|515|27
1053|1|515|28
1054|7|516|31
1055|1|516|25
1056|3|517|27
1057|6|517|17
1058|2|518|17
1059|6|518|32
1060|2|519|27
1061|5|519|19
1062|3|520|31
1063|6|520|23
1064|8|520|26
1065|3|521|17
1066|8|522|27
1067|3|522|24
1068|7|522|23
1069|7|523|32
1070|3|523|27
1071|10|523|20
1072|3|524|23
1073|1|525|31
1074|6|525|17
1075|5|526|20
1076|10|526|21
1077|7|526|26
1078|7|527|27
1079|4|527|18
1080|1|527|32
1081|8|528|21
1082|6|528|28
1083|10|529|29
1084|7|529|28
1085|6|530|28
1086|10|530|32
1087|5|530|32
1088|6|531|20
1089|10|531|25
1090|4|532|30
1091|3|533|23
1092|6|533|30
1093|6|533|30
1094|5|534|31
1095|2|534|20
1096|10|535|27
1097|8|535|20
1098|5|536|24
1099|8|536|21
1100|6|537|23
1101|9|538|29
1102|7|538|29
1103|5|539|18
1104|8|539|21
1105|2|539|23
1106|3|540|21
1107|10|540|22
1108|10|540|29
1109|10|541|30
1110|4|542|30
1111|2|542|17
1112|3|543|32
1113|5|544|25
1114|7|544|23
1115|2|544|29
1116|2|545|27
1117|6|546|26
1118|10|546|30
1119|1|547|31
1120|1|548|29
1121|3|548|28
1122|1|549|30
1123|7|549|22
1124|8|550|23
1125|3|551|28
1126|9|552|30
1127|8|552|17
1128|9|552|29
1129|7|553|19
1130|6|553|23
1131|8|553|32
1132|4|554|22
1133|3|555|17
1134|3|555|30
1135|8|556|32
1136|2|556|25
1137|4|556|20
1138|3|557|19
1139|1|557|17
1140|9|558|22
1141|8|559|21
1142|8|560|18
1143|5|561|22
1144|5|562|22
1145|4|563|28
1146|4|564|27
1147|3|564|19
1148|6|565|25
1149|6|565|33
1150|7|565|31
1151|2|566|17
1152|9|567|20
1153|2|567|23
1154|4|568|19
1155|3|568|25
1156|9|568|32
1157|9|569|22
1158|2|570|18
1159|6|571|33
1160|7|571|33
1161|10|572|17
1162|9|572|30
1163|8|573|28
1164|9|573|19
1165|9|573|21
1166|3|574|31
1167|5|575|18
1168|2|576|19
1169|9|577|28
1170|3|577|21
1171|1|578|24
1172|2|578|30
1173|9|579|28
1174|10|579|21
1175|9|580|20
1176|9|581|20
1177|7|581|28
1178|4|581|19
1179|2|582|22
1180|9|583|31
1181|6|583|25
1182|10|583|31
1183|10|584|23
1184|3|585|24
1185|2|585|24
1186|4|586|19
1187|9|586|24
1188|2|586|18
1189|1|587|19
1190|10|587|19
1191|6|588|18
1192|3|588|31
1193|9|589|30
1194|6|590|17
1195|7|590|17
1196|9|590|32
1197|6|591|26
1198|6|591|29
1199|3|591|20
1200|3|592|19
1201|3|592|21
1202|2|593|20
1203|9|593|24
1204|7|594|23
1205|7|594|28
1206|7|594|26
1207|4|595|18
1208|9|595|21
1209|7|595|23
1210|1|596|20
1211|4|596|19
1212|1|597|26
1213|9|598|29
1214|8|598|28
1215|3|598|21
1216|5|599|33
1217|4|599|31
1218|7|599|24
1219|8|600|29
1220|2|600|31
1221|2|601|22
1222|6|602|19
1223|9|603|33
1224|9|604|29
1225|6|604|28
1226|7|604|25
1227|10|605|33
1228|2|606|19
1229|6|606|29
1230|2|606|26
1231|5|607|26
1232|6|607|18
1233|7|608|27
1234|9|608|33
1235|8|608|20
1236|2|609|25
1237|2|610|29
1238|7|611|24
1239|4|611|31
1240|8|611|17
1241|7|612|27
1242|10|612|26
1243|4|612|25
1244|3|613|21
1245|5|613|20
1246|1|614|29
1247|8|614|32
1248|1|614|26
1249|2|615|21
1250|10|615|25
1251|1|615|29
1252|1|616|20
1253|10|616|19
1254|10|617|22
1255|10|617|21
1256|6|617|23
1257|9|618|22
1258|6|618|29
1259|4|619|29
1260|5|619|18
1261|7|620|21
1262|5|621|26
1263|9|621|33
1264|7|621|25
1265|4|622|33
1266|1|622|22
1267|5|622|17
1268|2|623|33
1269|6|624|22
1270|8|624|22
1271|1|625|30
1272|1|625|25
1273|9|625|33
1274|3|626|25
1275|10|626|18
1276|5|626|30
1277|3|627|22
1278|3|627|27
1279|9|627|31
1280|10|628|25
1281|4|628|23
1282|8|628|33
1283|3|629|23
1284|5|629|20
1285|3|630|31
1286|8|631|26
1287|4|632|17
1288|2|632|28
1289|10|633|18
1290|1|633|18
1291|1|633|24
1292|10|634|19
1293|7|634|33
1294|10|635|26
1295|4|636|19
1296|9|636|23
1297|8|637|17
1298|6|637|30
1299|7|638|31
1300|10|638|24
1301|1|639|22
1302|2|640|19
1303|1|640|31
1304|1|640|19
1305|3|641|17
1306|4|641|23
1307|4|641|18
1308|7|642|19
1309|5|642|27
1310|6|642|17
1311|6|643|29
1312|1|643|19
1313|9|644|22
1314|9|644|29
1315|8|645|28
1316|5|646|21
1317|1|647|27
1318|8|647|23
1319|5|647|27
1320|4|648|33
1321|10|649|22
1322|9|649|28
1323|2|649|20
1324|9|650|17
1325|2|651|24
1326|5|651|32
1327|8|651|21
1328|8|652|27
1329|8|652|24
1330|6|653|24
1331|7|653|22
1332|3|654|21
1333|7|654|26
1334|8|654|20
1335|10|655|23
1336|3|655|28
1337|9|655|32
1338|2|656|28
1339|5|656|25
1340|6|656|26
1341|6|657|30
1342|3|658|31
1343|9|658|19
1344|2|659|24
1345|4|659|31
1346|4|659|23
1347|10|660|22
1348|10|660|30
1349|3|660|23
1350|6|661|22
1351|6|661|21
1352|8|661|33
1353|1|662|17
1354|6|662|23
1355|9|663|28
1356|1|663|32
1357|1|663|29
1358|10|664|30
1359|10|664|29
1360|5|664|31
1361|10|665|24
1362|6|666|19
1363|4|667|26
1364|8|667|25
1365|10|667|29
1366|8|668|25
1367|1|668|27
1368|7|668|27
1369|9|669|24
1370|4|669|24
1371|1|669|25
1372|5|670|21
1373|7|671|28
1374|5|672|23
1375|6|673|27
1376|4|673|21
1377|7|673|24
1378|9|674|25
1379|5|675|25
1380|2|675|28
1381|10|676|32
1382|2|676|21
1383|7|676|24
1384|9|677|27
1385|9|677|24
1386|3|677|31
1387|2|678|18
1388|5|678|33
1389|2|679|33
1390|5|680|17
1391|2|680|17
1392|5|681|31
1393|7|682|32
1394|9|683|23
1395|5|684|19
1396|2|684|29
1397|7|685|17
1398|2|686|20
1399|4|687|17
1400|4|687|21
1401|2|688|27
1402|8|688|31
1403|6|688|27
1404|2|689|27
1405|5|690|25
1406|5|690|25
1407|4|690|31
1408|1|691|19
1409|5|691|28
1410|7|692|33
1411|10|693|24
1412|10|693|24
1413|1|693|22
1414|6|694|32
1415|2|695|23
1416|6|695|18
1417|5|695|18
1418|5|696|33
1419|9|696|19
1420|3|697|18
1421|10|698|19
1422|4|698|24
1423|8|698|32
1424|8|699|30
1425|10|700|28
1426|8|700|17
1427|3|700|33
1428|9|701|22
1429|3|701|17
1430|10|701|28
1431|10|702|27
1432|4|702|20
1433|5|703|31
1434|1|703|20
1435|8|703|22
1436|5|704|19
1437|3|705|20
1438|3|705|22
1439|3|705|32
1440|8|706|20
1441|7|706|33
1442|2|707|25
1443|10|707|32
1444|2|707|22
1445|5|708|26
1446|10|709|29
1447|3|710|23
1448|10|711|19
1449|5|711|27
1450|1|712|18
1451|3|712|30
1452|6|712|23
1453|2|713|27
1454|3|713|28
1455|7|714|18
1456|8|715|26
1457|7|715|25
1458|9|715|20
1459|9|716|32
1460|3|716|23
1461|3|717|24
1462|1|717|26
1463|4|717|33
1464|1|718|26
1465|2|719|18
1466|10|719|32
1467|5|720|24
1468|4|721|24
1469|10|721|17
1470|3|721|24
1471|5|722|17
1472|10|723|17
1473|10|724|21
1474|9|725|21
1475|7|725|30
1476|7|726|26
1477|3|726|26
1478|10|726|20
1479|5|727|18
1480|3|727|25
1481|1|727|22
1482|2|728|18
1483|3|728|23
1484|5|729|22
1485|5|729|22
1486|6|730|30
1487|8|730|32
1488|10|730|31
1489|7|731|28
1490|4|731|26
1491|9|731|22
1492|2|732|21
1493|7|732|30
1494|10|733|30
1495|7|733|18
1496|1|734|28
1497|8|735|28
1498|8|736|33
1499|3|736|19
1500|10|736|29
1501|3|737|24
1502|5|737|30
1503|10|738|29
1504|8|738|23
1505|5|739|30
1506|7|739|30
1507|2|740|21
1508|2|740|29
1509|7|741|25
1510|5|741|19
1511|9|741|31
1512|6|742|22
1513|1|743|27
1514|8|744|26
1515|4|745|17
1516|3|745|26
1517|6|746|17
1518|1|747|32
1519|2|747|26
1520|3|747|22
1521|7|748|20
1522|7|748|25
1523|3|748|25
1524|7|749|33
1525|6|749|27
1526|1|750|29
1527|9|751|20
1528|8|752|30
1529|9|752|30
1530|8|752|21
1531|4|753|31
1532|10|754|19
1533|3|755|17
1534|5|756|19
1535|7|756|25
1536|9|756|22
1537|1|757|22
1538|10|757|32
1539|4|758|24
1540|6|758|32
1541|7|759|20
1542|3|759|19
1543|6|760|22
1544|4|761|24
1545|5|761|23
1546|2|761|29
1547|7|762|31
1548|7|762|26
1549|5|762|23
1550|2|763|27
1551|7|763|28
1552|1|764|29
1553|6|764|19
1554|6|764|25
1555|8|765|28
1556|9|766|23
1557|1|766|31
1558|4|767|31
1559|2|767|26
1560|10|767|23
1561|5|768|20
1562|1|768|20
1563|6|768|31
1564|8|769|27
1565|1|769|20
1566|8|769|22
1567|9|770|25
1568|3|770|26
1569|1|770|19
1570|10|771|27
1571|10|772|24
1572|1|772|31
1573|7|772|27
1574|5|773|23
1575|9|773|28
1576|8|773|23
1577|4|774|28
1578|4|775|28
1579|8|776|30
1580|8|776|33
1581|3|777|22
1582|3|778|28
1583|5|778|25
1584|10|779|26
1585|2|779|19
1586|3|780|23
1587|5|781|31
1588|5|781|18
1589|4|781|29
1590|2|782|32
1591|10|782|22
1592|10|782|27
1593|6|783|21
1594|5|783|31
1595|1|783|20
1596|3|784|33
1597|3|784|25
1598|10|784|29
1599|1|785|24
1600|5|786|30
1601|3|787|19
1602|7|788|25
1603|10|788|27
1604|7|789|25
1605|8|790|31
1606|4|791|27
1607|4|792|20
1608|1|793|22
1609|5|793|26
1610|8|794|32
1611|6|794|29
1612|5|795|30
1613|7|796|33
1614|5|797|19
1615|1|797|31
1616|6|798|25
1617|5|798|25
1618|6|799|22
1619|10|799|19
1620|6|800|31
1621|5|801|27
1622|7|801|23
1623|5|802|19
1624|9|803|30
1625|3|803|29
1626|5|804|25
1627|5|804|32
1628|2|804|24
1629|7|805|30
1630|3|806|23
1631|5|807|21
1632|3|807|17
1633|3|808|17
1634|3|809|26
1635|9|809|18
1636|2|809|28
1637|5|810|33
1638|9|810|25
1639|7|811|30
1640|10|812|19
1641|8|813|32
1642|1|813|26
1643|7|813|23
1644|3|814|18
1645|7|814|32
1646|4|814|21
1647|6|815|27
1648|4|815|33
1649|9|816|31
1650|2|816|19
1651|5|816|19
1652|3|817|29
1653|7|818|27
1654|6|818|20
1655|8|819|28
1656|7|819|32
1657|5|819|20
1658|5|820|29
1659|7|820|23
1660|1|821|25
1661|9|821|26
1662|2|822|21
